set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
SHD,Tobias Beckett,I Trust No One,Standard,,,,,
SHD,Tobias Beckett,I Trust No One,Hyperspace,,,,,
SHD,Tobias Beckett,I Trust No One,Hyperspace Foil,,,,,
SHD,Top Target,,Standard,,,,,
SHD,Top Target,,Hyperspace Foil,,,,,
SHD,Top Target,,Standard Foil,,,,,
SHD,Top Target,,Hyperspace,,,,,
SHD,Toro Calican,Ambitious Upstart,Hyperspace,,,,,
SHD,Toro Calican,Ambitious Upstart,Standard Foil,,,,,
SHD,Toro Calican,Ambitious Upstart,Hyperspace Foil,,,,,
SHD,Toro Calican,Ambitious Upstart,Standard,,,,,
SHD,Trandoshan Hunters,,Standard Foil,,,,,
SHD,Trandoshan Hunters,,Standard,,,,,
SHD,Trandoshan Hunters,,Hyperspace Foil,,,,,
SHD,Trandoshan Hunters,,Hyperspace,,,,,
SHD,Triple Dark Raid,,Standard,,,,,
SHD,Triple Dark Raid,,Hyperspace Foil,,,,,
SHD,Triple Dark Raid,,Standard Foil,,,,,
SHD,Triple Dark Raid,,Hyperspace,,,,,
SHD,Twin Pod Cloud Car,,Standard Foil,,,,,
SHD,Twin Pod Cloud Car,,Standard,,,,,
SHD,Twin Pod Cloud Car,,Hyperspace Foil,,,,,
SHD,Twin Pod Cloud Car,,Hyperspace,,,,,
SHD,Underworld Thug,,Standard,,,,,
SHD,Underworld Thug,,Standard Foil,,,,,
SHD,Underworld Thug,,Hyperspace,,,,,
SHD,Underworld Thug,,Hyperspace Foil,,,,,
SHD,Unexpected Escape,,Hyperspace,,,,,
SHD,Unexpected Escape,,Hyperspace Foil,,,,,
SHD,Unexpected Escape,,Standard,,,,,
SHD,Unexpected Escape,,Standard Foil,,,,,
SHD,Unlicensed Headhunter,,Standard,,,,,
SHD,Unlicensed Headhunter,,Hyperspace,,,,,
SHD,Unlicensed Headhunter,,Standard Foil,,,,,
SHD,Unlicensed Headhunter,,Hyperspace Foil,,,,,
SHD,Unrefusable Offer,,Hyperspace Foil,,,,,
SHD,Unrefusable Offer,,Standard Foil,,,,,
SHD,Unrefusable Offer,,Hyperspace,,,,,
SHD,Unrefusable Offer,,Standard,,,,,
SHD,Val,Loyal to the End,Hyperspace,,,,,
SHD,Val,Loyal to the End,Standard,,,,,
SHD,Val,Loyal to the End,Standard Foil,,,,,
SHD,Val,Loyal to the End,Hyperspace Foil,,,,,
SHD,Valiant Assault Ship,,Standard,,,,,
SHD,Valiant Assault Ship,,Hyperspace Foil,,,,,
SHD,Valiant Assault Ship,,Standard Foil,,,,,
SHD,Valiant Assault Ship,,Hyperspace,,,,,
SHD,Vambrace Flamethrower,,Hyperspace,,,,,
SHD,Vambrace Flamethrower,,Standard,,,,,
SHD,Vambrace Flamethrower,,Hyperspace Foil,,,,,
SHD,Vambrace Flamethrower,,Standard Foil,,,,,
SHD,Vambrace Grappleshot,,Standard Foil,,,,,
SHD,Vambrace Grappleshot,,Hyperspace Foil,,,,,
SHD,Vambrace Grappleshot,,Hyperspace,,,,,
SHD,Vambrace Grappleshot,,Standard,,,,,
SHD,Vigilant Pursuit Craft,,Hyperspace Foil,,,,,
SHD,Vigilant Pursuit Craft,,Standard,,,,,
SHD,Vigilant Pursuit Craft,,Standard Foil,,,,,
SHD,Vigilant Pursuit Craft,,Hyperspace,,,,,
SHD,Village Protectors,,Standard,,,,,
SHD,Village Protectors,,Standard Foil,,,,,
SHD,Village Protectors,,Hyperspace,,,,,
SHD,Village Protectors,,Hyperspace Foil,,,,,
SHD,Wanted,,Standard Foil,,,,,
SHD,Wanted,,Hyperspace Foil,,,,,
SHD,Wanted,,Hyperspace,,,,,
SHD,Wanted,,Standard,,,,,
SHD,Wanted Insurgents,,Standard,,,,,
SHD,Wanted Insurgents,,Hyperspace Foil,,,,,
SHD,Wanted Insurgents,,Standard Foil,,,,,
SHD,Wanted Insurgents,,Hyperspace,,,,,
SHD,Warbird Stowaway,,Hyperspace,,,,,
SHD,Warbird Stowaway,,Standard,,,,,
SHD,Warbird Stowaway,,Standard Foil,,,,,
SHD,Warbird Stowaway,,Hyperspace Foil,,,,,
SHD,Warzone Lieutenant,,Standard,,,,,
SHD,Warzone Lieutenant,,Hyperspace,,,,,
SHD,Warzone Lieutenant,,Hyperspace Foil,,,,,
SHD,Warzone Lieutenant,,Standard Foil,,,,,
SHD,Weequay Pirate Gang,,Hyperspace,,,,,
SHD,Weequay Pirate Gang,,Standard Foil,,,,,
SHD,Weequay Pirate Gang,,Standard,,,,,
SHD,Weequay Pirate Gang,,Hyperspace Foil,,,,,
SHD,Wild Rancor,,Hyperspace Foil,,,,,
SHD,Wild Rancor,,Standard,,,,,
SHD,Wild Rancor,,Standard Foil,,,,,
SHD,Wild Rancor,,Hyperspace,,,,,
SHD,Wookiee Warrior,,Standard,,,,,
SHD,Wookiee Warrior,,Hyperspace,,,,,
SHD,Wookiee Warrior,,Standard Foil,,,,,
SHD,Wookiee Warrior,,Hyperspace Foil,,,,,
SHD,Wrecker,Boom!,Standard Foil,,,,,
SHD,Wrecker,Boom!,Hyperspace,,,,,
SHD,Wrecker,Boom!,Hyperspace Foil,,,,,
SHD,Wrecker,Boom!,Standard,,,,,
SHD,Wroshyr Tree Tender,,Standard,,,,,
SHD,Wroshyr Tree Tender,,Hyperspace,,,,,
SHD,Wroshyr Tree Tender,,Standard Foil,,,,,
SHD,Wroshyr Tree Tender,,Hyperspace Foil,,,,,
SHD,Xanadu Blood,Cad Bane's Reward,Hyperspace Foil,,,,,
SHD,Xanadu Blood,Cad Bane's Reward,Hyperspace,,,,,
SHD,Xanadu Blood,Cad Bane's Reward,Standard Foil,,,,,
SHD,Xanadu Blood,Cad Bane's Reward,Standard,,,,,
SHD,Zorii Bliss,Valiant Smuggler,Hyperspace,,,,,
SHD,Zorii Bliss,Valiant Smuggler,Hyperspace Foil,,,,,
SHD,Zorii Bliss,Valiant Smuggler,Standard,,,,,
SHD,Zorii Bliss,Valiant Smuggler,Standard Foil,,,,,
SHD,Zuckuss,Bounty Hunter for Hire,Hyperspace,,,,,
SHD,Zuckuss,Bounty Hunter for Hire,Standard,,,,,
SHD,Zuckuss,Bounty Hunter for Hire,Hyperspace Foil,,,,,
SHD,Zuckuss,Bounty Hunter for Hire,Standard Foil,,,,,
SHDPQ,Doctor Evazan,Wanted on Twelve Systems,PQ Champion,,,,,
SHDPQ,Doctor Evazan,Wanted on Twelve Systems,PQ Finalist,,,,,
SHDPQ,Doctor Evazan,Wanted on Twelve Systems,PQ Top 4,,,,,
SHDPQ,Doctor Evazan,Wanted on Twelve Systems,PQ Top 8,,,,,
SHDPQ,Doctor Evazan,Wanted on Twelve Systems,PQ Top 16,,,,,
SHDPQ,Legal Authority,,PQ Judge,,,,,
SHDPQ,Legal Authority,,PQ Participation,,,,,
SHDPR,Moff Gideon,Formidable Commander,Prerelease Judge,,,,,
SHDPR,The Mandalorian,Sworn To The Creed,Prerelease Judge,,,,,
SHDSS,Lady Proxima,White Worm Matriarch,SS Participation,,,,,
SHDSS,Lady Proxima,White Worm Matriarch,SS Judge,,,,,
SHDSS,Unrefusable Offer,,SS Champion,,,,,
SHDSS,Unrefusable Offer,,SS Top 4,,,,,
SHDSS,Unrefusable Offer,,SS Finalist,,,,,
SHDSS,Unrefusable Offer,,SS Top 8,,,,,
SHDW,Cloud-Rider,,Weekly Play,,,,,
SHDW,Cloud-Rider,,Weekly Play Foil,,,,,
SHDW,Enfys Nest,Marauder,Weekly Play,,,,,
SHDW,Enfys Nest,Marauder,Weekly Play Foil,,,,,
SHDW,IG-11,I Cannot Be Captured,Weekly Play Foil,,,,,
SHDW,IG-11,I Cannot Be Captured,Weekly Play,,,,,
SHDW,Jango Fett,Renowned Bounty Hunter,Weekly Play Foil,,,,,
SHDW,Jango Fett,Renowned Bounty Hunter,Weekly Play,,,,,
SHDW,Kuiil,I Have Spoken,Weekly Play,,,,,
SHDW,Kuiil,I Have Spoken,Weekly Play Foil,,,,,
SHDW,Millennium Falcon,Lando's Pride,Weekly Play,,,,,
SHDW,Millennium Falcon,Lando's Pride,Weekly Play Foil,,,,,
SHDW,Nite Owl Skirmisher,,Weekly Play,,,,,
SHDW,Pyke Sentinel,,Weekly Play,,,,,
SHDW,Relentless Pursuit,,Weekly Play,,,,,
SHDW,Relentless Pursuit,,Weekly Play Foil,,,,,
SHDW,Remnant Reserves,,Weekly Play,,,,,
SHDW,Remnant Reserves,,Weekly Play Foil,,,,,
SHDW,Take Captive,,Weekly Play,,,,,
SHDW,Weequay Pirate Gang,,Weekly Play,,,,,
SOR,2-1B Surgical Droid,,Standard Foil,059,Vigilance,Ground,Unit,C
SOR,2-1B Surgical Droid,,Hyperspace,324,Vigilance,Ground,Unit,C
SOR,2-1B Surgical Droid,,Standard,059,Vigilance,Ground,Unit,C
SOR,2-1B Surgical Droid,,Hyperspace Foil,324,Vigilance,Ground,Unit,C
SOR,97th Legion,Keeping the Peace on Sullust,Hyperspace,,,,,
SOR,97th Legion,Keeping the Peace on Sullust,Standard Foil,,,,,
SOR,97th Legion,Keeping the Peace on Sullust,Standard,,,,,
SOR,97th Legion,Keeping the Peace on Sullust,Hyperspace Foil,,,,,
SOR,Academy Defense Walker,,Hyperspace Foil,,,,,
SOR,Academy Defense Walker,,Hyperspace,,,,,
SOR,Academy Defense Walker,,Standard,,,,,
SOR,Academy Defense Walker,,Standard Foil,,,,,
SOR,Academy Training,,Hyperspace Foil,,,,,
SOR,Academy Training,,Standard Foil,,,,,
SOR,Academy Training,,Standard,,,,,
SOR,Academy Training,,Hyperspace,,,,,
SOR,Administrator's Tower,,Standard,,,,,
SOR,Administrator's Tower,,Hyperspace,,,,,
SOR,Admiral Ackbar,Brilliant Strategist,Standard,,,,,
SOR,Admiral Ackbar,Brilliant Strategist,Hyperspace,,,,,
SOR,Admiral Ackbar,Brilliant Strategist,Hyperspace Foil,,,,,
SOR,Admiral Ackbar,Brilliant Strategist,Standard Foil,,,,,
SOR,Admiral Motti,Brazen and Scornful,Hyperspace,,,,,
SOR,Admiral Motti,Brazen and Scornful,Standard,,,,,
SOR,Admiral Ozzel,Overconfident,Hyperspace Foil,,,,,
SOR,Admiral Ozzel,Overconfident,Hyperspace,,,,,
SOR,Admiral Ozzel,Overconfident,Standard,,,,,
SOR,Admiral Ozzel,Overconfident,Standard Foil,,,,,
SOR,Admiral Piett,Captain of the Executor,Hyperspace Foil,,,,,
SOR,Admiral Piett,Captain of the Executor,Standard Foil,,,,,
SOR,Admiral Piett,Captain of the Executor,Hyperspace,,,,,
SOR,Admiral Piett,Captain of the Executor,Standard,,,,,
SOR,Agent Kallus,Seeking the Rebels,Standard,,,,,
SOR,Agent Kallus,Seeking the Rebels,Hyperspace Foil,,,,,
SOR,Agent Kallus,Seeking the Rebels,Standard Foil,,,,,
SOR,Agent Kallus,Seeking the Rebels,Hyperspace,,,,,
SOR,Aggression,,Standard Foil,,,,,
SOR,Aggression,,Hyperspace,,,,,
SOR,Aggression,,Hyperspace Foil,,,,,
SOR,Aggression,,Standard,,,,,
SOR,Alliance Dispatcher,,Hyperspace Foil,,,,,
SOR,Alliance Dispatcher,,Standard,,,,,
SOR,Alliance Dispatcher,,Hyperspace,,,,,
SOR,Alliance Dispatcher,,Standard Foil,,,,,
SOR,Alliance X-Wing,,Hyperspace,,,,,
SOR,Alliance X-Wing,,Standard,,,,,
SOR,Alliance X-Wing,,Standard Foil,,,,,
SOR,Alliance X-Wing,,Hyperspace Foil,,,,,
SOR,Ardent Sympathizer,,Hyperspace Foil,,,,,
SOR,Ardent Sympathizer,,Standard Foil,,,,,
SOR,Ardent Sympathizer,,Standard,,,,,
SOR,Ardent Sympathizer,,Hyperspace,,,,,
SOR,Asteroid Sanctuary,,Standard,,,,,
SOR,Asteroid Sanctuary,,Hyperspace Foil,,,,,
SOR,Asteroid Sanctuary,,Standard Foil,,,,,
SOR,Asteroid Sanctuary,,Hyperspace,,,,,
SOR,AT-AT Suppressor,,Hyperspace Foil,,,,,
SOR,AT-AT Suppressor,,Standard,,,,,
SOR,AT-AT Suppressor,,Hyperspace,,,,,
SOR,AT-AT Suppressor,,Standard Foil,,,,,
SOR,AT-ST,,Standard Foil,,,,,
SOR,AT-ST,,Standard,,,,,
SOR,AT-ST,,Hyperspace Foil,,,,,
SOR,AT-ST,,Hyperspace,,,,,
SOR,Attack Pattern Delta,,Standard,,,,,
SOR,Attack Pattern Delta,,Hyperspace Foil,,,,,
SOR,Attack Pattern Delta,,Standard Foil,,,,,
SOR,Attack Pattern Delta,,Hyperspace,,,,,
SOR,Auzituck Liberator Gunship,,Hyperspace Foil,,,,,
SOR,Auzituck Liberator Gunship,,Standard Foil,,,,,
SOR,Auzituck Liberator Gunship,,Standard,,,,,
SOR,Auzituck Liberator Gunship,,Hyperspace,,,,,
SOR,Avenger,Hunting Star Destroyer,Standard Foil,,,,,
SOR,Avenger,Hunting Star Destroyer,Hyperspace,,,,,
SOR,Avenger,Hunting Star Destroyer,Standard,,,,,
SOR,Avenger,Hunting Star Destroyer,Hyperspace Foil,,,,,
SOR,Bail Organa,Rebel Councilor,Hyperspace Foil,,,,,
SOR,Bail Organa,Rebel Councilor,Standard Foil,,,,,
SOR,Bail Organa,Rebel Councilor,Hyperspace,,,,,
SOR,Bail Organa,Rebel Councilor,Standard,,,,,
SOR,Bamboozle,,Standard Foil,,,,,
SOR,Bamboozle,,Standard,,,,,
SOR,Bamboozle,,Hyperspace,,,,,
SOR,Bamboozle,,Hyperspace Foil,,,,,
SOR,Battlefield Marine,,Hyperspace Foil,,,,,
SOR,Battlefield Marine,,Standard Foil,,,,,
SOR,Battlefield Marine,,Standard,,,,,
SOR,Battlefield Marine,,Hyperspace,,,,,
SOR,Baze Malbus,Temple Guardian,Hyperspace Foil,,,,,
SOR,Baze Malbus,Temple Guardian,Standard,,,,,
SOR,Baze Malbus,Temple Guardian,Hyperspace,,,,,
SOR,Baze Malbus,Temple Guardian,Standard Foil,,,,,
SOR,Bendu,The One in the Middle,Hyperspace,,,,,
SOR,Bendu,The One in the Middle,Standard,,,,,
SOR,Bendu,The One in the Middle,Standard Foil,,,,,
SOR,Bendu,The One in the Middle,Hyperspace Foil,,,,,
SOR,"Benthic ""Two Tubes""",Partisan Lieutenant,Standard,,,,,
SOR,"Benthic ""Two Tubes""",Partisan Lieutenant,Standard Foil,,,,,
SOR,"Benthic ""Two Tubes""",Partisan Lieutenant,Hyperspace Foil,,,,,
SOR,"Benthic ""Two Tubes""",Partisan Lieutenant,Hyperspace,,,,,
SOR,Bib Fortuna,Jabba's Majordomo,Standard Foil,,,,,
SOR,Bib Fortuna,Jabba's Majordomo,Hyperspace Foil,,,,,
SOR,Bib Fortuna,Jabba's Majordomo,Standard,,,,,
SOR,Bib Fortuna,Jabba's Majordomo,Hyperspace,,,,,
SOR,Black One,Scourge of Starkiller Base,Standard Foil,,,,,
SOR,Black One,Scourge of Starkiller Base,Hyperspace,,,,,
SOR,Black One,Scourge of Starkiller Base,Standard,,,,,
SOR,Black One,Scourge of Starkiller Base,Hyperspace Foil,,,,,
SOR,Blizzard Assault AT-AT,,Standard,,,,,
SOR,Blizzard Assault AT-AT,,Hyperspace Foil,,,,,
SOR,Blizzard Assault AT-AT,,Hyperspace,,,,,
SOR,Blizzard Assault AT-AT,,Standard Foil,,,,,
SOR,Boba Fett,Collecting the Bounty,Hyperspace,,,,,
SOR,Boba Fett,Collecting the Bounty,Standard,,,,,
SOR,Boba Fett,Collecting the Bounty,Showcase,,,,,
SOR,Boba Fett,Disintegrator,Hyperspace,,,,,
SOR,Boba Fett,Disintegrator,Standard,,,,,
SOR,Boba Fett,Disintegrator,Hyperspace Foil,,,,,
SOR,Boba Fett,Disintegrator,Standard Foil,,,,,
SOR,Bodhi Rook,Imperial Defector,Hyperspace,,,,,
SOR,Bodhi Rook,Imperial Defector,Hyperspace Foil,,,,,
SOR,Bodhi Rook,Imperial Defector,Standard Foil,,,,,
SOR,Bodhi Rook,Imperial Defector,Standard,,,,,
SOR,Bombing Run,,Hyperspace Foil,,,,,
SOR,Bombing Run,,Standard Foil,,,,,
SOR,Bombing Run,,Standard,,,,,
SOR,Bombing Run,,Hyperspace,,,,,
SOR,Bossk,Deadly Stalker,Standard,,,,,
SOR,Bossk,Deadly Stalker,Standard Foil,,,,,
SOR,Bossk,Deadly Stalker,Hyperspace,,,,,
SOR,Bossk,Deadly Stalker,Hyperspace Foil,,,,,
SOR,Bounty Hunter Crew,,Hyperspace Foil,,,,,
SOR,Bounty Hunter Crew,,Standard Foil,,,,,
SOR,Bounty Hunter Crew,,Hyperspace,,,,,
SOR,Bounty Hunter Crew,,Standard,,,,,
SOR,Bright Hope,The Last Transport,Standard Foil,,,,,
SOR,Bright Hope,The Last Transport,Hyperspace,,,,,
SOR,Bright Hope,The Last Transport,Hyperspace Foil,,,,,
SOR,Bright Hope,The Last Transport,Standard,,,,,
SOR,C-3PO,Protocol Droid,Hyperspace,,,,,
SOR,C-3PO,Protocol Droid,Standard,,,,,
SOR,Cantina Bouncer,,Hyperspace Foil,,,,,
SOR,Cantina Bouncer,,Standard,,,,,
SOR,Cantina Bouncer,,Hyperspace,,,,,
SOR,Cantina Bouncer,,Standard Foil,,,,,
SOR,Cantina Braggart,,Standard Foil,,,,,
SOR,Cantina Braggart,,Hyperspace Foil,,,,,
SOR,Cantina Braggart,,Hyperspace,,,,,
SOR,Cantina Braggart,,Standard,,,,,
SOR,Capital City,,Hyperspace,,,,,
SOR,Capital City,,Standard,,,,,
SOR,Cargo Juggernaut,,Hyperspace Foil,,,,,
SOR,Cargo Juggernaut,,Standard Foil,,,,,
SOR,Cargo Juggernaut,,Hyperspace,,,,,
SOR,Cargo Juggernaut,,Standard,,,,,
SOR,Cartel Spacer,,Hyperspace,,,,,
SOR,Cartel Spacer,,Standard,,,,,
SOR,Cartel Spacer,,Hyperspace Foil,,,,,
SOR,Cartel Spacer,,Standard Foil,,,,,
SOR,Cassian Andor,Dedicated to the Rebellion,Hyperspace,,,,,
SOR,Cassian Andor,Dedicated to the Rebellion,Showcase,,,,,
SOR,Cassian Andor,Dedicated to the Rebellion,Standard,,,,,
SOR,Catacombs of Cadera,,Hyperspace,,,,,
SOR,Catacombs of Cadera,,Standard,,,,,
SOR,Cell Block Guard,,Standard,,,,,
SOR,Cell Block Guard,,Hyperspace,,,,,
SOR,Cell Block Guard,,Standard Foil,,,,,
SOR,Cell Block Guard,,Hyperspace Foil,,,,,
SOR,Change of Heart,,Hyperspace Foil,,,,,
SOR,Change of Heart,,Standard,,,,,
SOR,Change of Heart,,Standard Foil,,,,,
SOR,Change of Heart,,Hyperspace,,,,,
SOR,Chewbacca,Walking Carpet,Standard,,,,,
SOR,Chewbacca,Walking Carpet,Hyperspace,,,,,
SOR,Chewbacca,Loyal Companion,Standard,,,,,
SOR,Chewbacca,Walking Carpet,Showcase,,,,,
SOR,Chewbacca,Loyal Companion,Hyperspace Foil,,,,,
SOR,Chewbacca,Loyal Companion,Hyperspace,,,,,
SOR,Chewbacca,Loyal Companion,Standard Foil,,,,,
SOR,Chimaera,Flagship of the Seventh Fleet,Standard,,,,,
SOR,Chimaera,Flagship of the Seventh Fleet,Hyperspace Foil,,,,,
SOR,Chimaera,Flagship of the Seventh Fleet,Hyperspace,,,,,
SOR,Chimaera,Flagship of the Seventh Fleet,Standard Foil,,,,,
SOR,Chirrut Îmwe,One With The Force,Standard,,,,,
SOR,Chirrut Îmwe,One With The Force,Showcase,,,,,
SOR,Chirrut Îmwe,One With The Force,Hyperspace,,,,,
SOR,Chopper,Metal Menace,Hyperspace Foil,,,,,
SOR,Chopper,Metal Menace,Hyperspace,,,,,
SOR,Chopper,Metal Menace,Standard,,,,,
SOR,Chopper,Metal Menace,Standard Foil,,,,,
SOR,Chopper Base,,Hyperspace,,,,,
SOR,Chopper Base,,Standard,,,,,
SOR,Cloud City Wing Guard,,Standard,,,,,
SOR,Cloud City Wing Guard,,Hyperspace Foil,,,,,
SOR,Cloud City Wing Guard,,Standard Foil,,,,,
SOR,Cloud City Wing Guard,,Hyperspace,,,,,
SOR,Colonel Yularen,ISB Director,Standard,,,,,
SOR,Colonel Yularen,ISB Director,Hyperspace,,,,,
SOR,Colonel Yularen,ISB Director,Standard Foil,,,,,
SOR,Colonel Yularen,ISB Director,Hyperspace Foil,,,,,
SOR,Command,,Hyperspace,,,,,
SOR,Command,,Standard,,,,,
SOR,Command,,Standard Foil,,,,,
SOR,Command,,Hyperspace Foil,,,,,
SOR,Command Center,,Standard,,,,,
SOR,Command Center,,Hyperspace,,,,,
SOR,Confiscate,,Standard Foil,,,,,
SOR,Confiscate,,Hyperspace,,,,,
SOR,Confiscate,,Standard,,,,,
SOR,Confiscate,,Hyperspace Foil,,,,,
SOR,Consortium StarViper,,Hyperspace,,,,,
SOR,Consortium StarViper,,Hyperspace Foil,,,,,
SOR,Consortium StarViper,,Standard,,,,,
SOR,Consortium StarViper,,Standard Foil,,,,,
SOR,Consular Security Force,,Standard,,,,,
SOR,Consular Security Force,,Standard Foil,,,,,
SOR,Consular Security Force,,Hyperspace Foil,,,,,
SOR,Consular Security Force,,Hyperspace,,,,,
SOR,Corellian Freighter,,Standard,,,,,
SOR,Corellian Freighter,,Hyperspace,,,,,
SOR,Corellian Freighter,,Hyperspace Foil,,,,,
SOR,Corellian Freighter,,Standard Foil,,,,,
SOR,Count Dooku,Darth Tyranus,Hyperspace Foil,,,,,
SOR,Count Dooku,Darth Tyranus,Standard,,,,,
SOR,Count Dooku,Darth Tyranus,Hyperspace,,,,,
SOR,Count Dooku,Darth Tyranus,Standard Foil,,,,,
SOR,Crafty Smuggler,,Standard,,,,,
SOR,Crafty Smuggler,,Hyperspace Foil,,,,,
SOR,Crafty Smuggler,,Standard Foil,,,,,
SOR,Crafty Smuggler,,Hyperspace,,,,,
SOR,Cunning,,Hyperspace Foil,,,,,
SOR,Cunning,,Standard,,,,,
SOR,Cunning,,Standard Foil,,,,,
SOR,Cunning,,Hyperspace,,,,,
SOR,Dagobah Swamp,,Hyperspace,,,,,
SOR,Dagobah Swamp,,Standard,,,,,
SOR,Darth Vader,Commanding the First Legion,Standard Foil,,,,,
SOR,Darth Vader,Dark Lord of the Sith,Standard,87,Aggression|Villainy,Ground,Unit,Legendary
SOR,Darth Vader,Commanding the First Legion,Hyperspace,,,,,
SOR,Darth Vader,Dark Lord of the Sith,Hyperspace,87,Aggression|Villainy,Ground,Unit,Legendary
SOR,Darth Vader,Commanding the First Legion,Hyperspace Foil,,,,,
SOR,Darth Vader,Commanding the First Legion,Standard,,,,,
SOR,Death Star Stormtrooper,,Hyperspace Foil,,,,,
SOR,Death Star Stormtrooper,,Standard Foil,,,,,
SOR,Death Star Stormtrooper,,Hyperspace,,,,,
SOR,Death Star Stormtrooper,,Standard,,,,,
SOR,Death Trooper,,Standard Foil,,,,,
SOR,Death Trooper,,Standard,,,,,
SOR,Death Trooper,,Hyperspace,,,,,
SOR,Death Trooper,,Hyperspace Foil,,,,,
SOR,Del Meeko,Providing Overwatch,Standard,,,,,
SOR,Del Meeko,Providing Overwatch,Hyperspace,,,,,
SOR,Del Meeko,Providing Overwatch,Hyperspace Foil,,,,,
SOR,Del Meeko,Providing Overwatch,Standard Foil,,,,,
SOR,Devastator,Inescapable,Standard,,,,,
SOR,Devastator,Inescapable,Hyperspace Foil,,,,,
SOR,Devastator,Inescapable,Standard Foil,,,,,
SOR,Devastator,Inescapable,Hyperspace,,,,,
SOR,Devotion,,Hyperspace Foil,,,,,
SOR,Devotion,,Hyperspace,,,,,
SOR,Devotion,,Standard Foil,,,,,
SOR,Devotion,,Standard,,,,,
SOR,Director Krennic,Aspiring to Authority,Hyperspace,,,,,
SOR,Director Krennic,Aspiring to Authority,Showcase,,,,,
SOR,Director Krennic,Aspiring to Authority,Standard,,,,,
SOR,Disabling Fang Fighter,,Hyperspace Foil,,,,,
SOR,Disabling Fang Fighter,,Standard,,,,,
SOR,Disabling Fang Fighter,,Standard Foil,,,,,
SOR,Disabling Fang Fighter,,Hyperspace,,,,,
SOR,Disarm,,Standard,,,,,
SOR,Disarm,,Standard Foil,,,,,
SOR,Disarm,,Hyperspace Foil,,,,,
SOR,Disarm,,Hyperspace,,,,,
SOR,Distant Patroller,,Hyperspace Foil,,,,,
SOR,Distant Patroller,,Standard Foil,,,,,
SOR,Distant Patroller,,Hyperspace,,,,,
SOR,Distant Patroller,,Standard,,,,,
SOR,Don't Get Cocky,,Hyperspace Foil,,,,,
SOR,Don't Get Cocky,,Standard Foil,,,,,
SOR,Don't Get Cocky,,Standard,,,,,
SOR,Don't Get Cocky,,Hyperspace,,,,,
SOR,Echo Base,,Standard,,,,,
SOR,Echo Base,,Hyperspace,,,,,
SOR,Echo Base Defender,,Hyperspace,,,,,
SOR,Echo Base Defender,,Standard,,,,,
SOR,Echo Base Defender,,Standard Foil,,,,,
SOR,Echo Base Defender,,Hyperspace Foil,,,,,
SOR,Electrostaff,,Hyperspace Foil,,,,,
SOR,Electrostaff,,Hyperspace,,,,,
SOR,Electrostaff,,Standard Foil,,,,,
SOR,Electrostaff,,Standard,,,,,
SOR,Emperor Palpatine,Galactic Ruler,Showcase,,,,,
SOR,Emperor Palpatine,Master of the Dark Side,Standard,,,,,
SOR,Emperor Palpatine,Galactic Ruler,Standard,,,,,
SOR,Emperor Palpatine,Master of the Dark Side,Hyperspace Foil,,,,,
SOR,Emperor Palpatine,Master of the Dark Side,Hyperspace,,,,,
SOR,Emperor Palpatine,Galactic Ruler,Hyperspace,,,,,
SOR,Emperor Palpatine,Master of the Dark Side,Standard Foil,,,,,
SOR,Emperor's Royal Guard,,Hyperspace,,,,,
SOR,Emperor's Royal Guard,,Standard,,,,,
SOR,Emperor's Royal Guard,,Standard Foil,,,,,
SOR,Emperor's Royal Guard,,Hyperspace Foil,,,,,
SOR,Energy Conversion Lab,,Standard,,,,,
SOR,Energy Conversion Lab,,Hyperspace Foil,,,,,
SOR,Energy Conversion Lab,,Standard Foil,,,,,
SOR,Energy Conversion Lab,,Hyperspace,,,,,
SOR,Entrenched,,Standard Foil,,,,,
SOR,Entrenched,,Hyperspace,,,,,
SOR,Entrenched,,Standard,,,,,
SOR,Entrenched,,Hyperspace Foil,,,,,
SOR,Escort Skiff,,Hyperspace,,,,,
SOR,Escort Skiff,,Hyperspace Foil,,,,,
SOR,Escort Skiff,,Standard,,,,,
SOR,Escort Skiff,,Standard Foil,,,,,
SOR,Ezra Bridger,Resourceful Troublemaker,Hyperspace,,,,,
SOR,Ezra Bridger,Resourceful Troublemaker,Standard,,,,,
SOR,Ezra Bridger,Resourceful Troublemaker,Hyperspace Foil,,,,,
SOR,Ezra Bridger,Resourceful Troublemaker,Standard Foil,,,,,
SOR,Fallen Lightsaber,,Standard,,,,,
SOR,Fallen Lightsaber,,Hyperspace Foil,,,,,
SOR,Fallen Lightsaber,,Standard Foil,,,,,
SOR,Fallen Lightsaber,,Hyperspace,,,,,
SOR,Fett's Firespray,Pursuing the Bounty,Standard Foil,,,,,
SOR,Fett's Firespray,Pursuing the Bounty,Hyperspace Foil,,,,,
SOR,Fett's Firespray,Pursuing the Bounty,Standard,,,,,
SOR,Fett's Firespray,Pursuing the Bounty,Hyperspace,,,,,
SOR,Fifth Brother,Fear Hunter,Hyperspace Foil,,,,,
SOR,Fifth Brother,Fear Hunter,Standard,,,,,
SOR,Fifth Brother,Fear Hunter,Standard Foil,,,,,
SOR,Fifth Brother,Fear Hunter,Hyperspace,,,,,
SOR,Fighters for Freedom,,Standard Foil,,,,,
SOR,Fighters for Freedom,,Hyperspace,,,,,
SOR,Fighters for Freedom,,Hyperspace Foil,,,,,
